 ,Initials,Slice,BT_x,BT_y,BB_x,BB_y,CB_x,CB_y,LEB_x,LEB_y,LER_x,LER_y,LEF_x,LEF_y,REB_x,REB_y,RER_x,RER_y,REF_x,REF_y
186,JKR,186,-1,-1,-1,-1,595,314.5,-1,-1,-1,-1,-1,-1,526,354,507,357.5,549.5,350
187,JKR,187,-1,-1,-1,-1,597.5,316,-1,-1,-1,-1,-1,-1,526,353.5,506.5,357,547,350
188,JKR,188,-1,-1,-1,-1,596.5,315.5,-1,-1,-1,-1,-1,-1,525,350,505.5,353,546,346.5
189,JKR,189,-1,-1,-1,-1,595,314,-1,-1,-1,-1,-1,-1,525,350.5,506,354.5,546,347.5
190,JKR,190,-1,-1,-1,-1,596,316,-1,-1,-1,-1,-1,-1,524,350.5,505.5,354.5,546,348
191,JKR,191,-1,-1,-1,-1,596,315.5,-1,-1,-1,-1,-1,-1,525,350,506,354,546,347
192,JKR,192,-1,-1,-1,-1,597,317.5,-1,-1,-1,-1,-1,-1,525,351,506,354,545.5,347.5
193,JKR,193,-1,-1,-1,-1,597,316.5,-1,-1,-1,-1,-1,-1,525,351.5,506,355,545,348
194,JKR,194,-1,-1,-1,-1,597,318.5,-1,-1,-1,-1,-1,-1,521.5,343.5,501.5,345.5,543,342
195,JKR,195,-1,-1,-1,-1,596,314.5,-1,-1,-1,-1,-1,-1,523,340.5,503.5,345,543.5,341.5
196,JKR,196,-1,-1,-1,-1,595,316.5,-1,-1,-1,-1,-1,-1,522.5,340.5,504,345,544,341.5
197,JKR,197,-1,-1,-1,-1,596,318,-1,-1,-1,-1,-1,-1,519.5,340.5,501.5,344.5,542,342.5
198,JKR,198,-1,-1,-1,-1,595.5,316.5,-1,-1,-1,-1,-1,-1,521.5,339.5,502.5,344.5,542,341.5
199,JKR,199,-1,-1,-1,-1,598,319.5,-1,-1,-1,-1,-1,-1,521.5,340,501.5,344,543.5,341
200,JKR,200,-1,-1,-1,-1,597.5,320.5,-1,-1,-1,-1,-1,-1,521,338.5,502.5,341.5,543.5,340
201,JKR,201,-1,-1,-1,-1,594,317,-1,-1,-1,-1,-1,-1,522.5,336,500,340,546.5,336.5
202,JKR,202,-1,-1,-1,-1,598,324,-1,-1,-1,-1,-1,-1,526,337,506,341,546.5,339.5
203,JKR,203,-1,-1,-1,-1,600.5,332.833,-1,-1,-1,-1,-1,-1,529.167,350.5,510.167,353.833,551.5,352.5
204,JKR,204,-1,-1,-1,-1,602.167,332.5,-1,-1,-1,-1,-1,-1,530.167,351.167,508.833,354.167,554.5,352.5
205,JKR,205,-1,-1,-1,-1,600.833,332.167,-1,-1,-1,-1,-1,-1,530.167,350.167,510.167,352.833,551.833,351.833
206,JKR,206,-1,-1,-1,-1,599.833,331.167,-1,-1,-1,-1,-1,-1,529.833,349.833,510.833,352.5,553.167,350.167
207,JKR,207,-1,-1,-1,-1,605.5,316.167,-1,-1,-1,-1,-1,-1,545.5,344.5,525.167,349.5,566.833,340.167
208,JKR,208,-1,-1,-1,-1,611.167,316.167,-1,-1,-1,-1,-1,-1,549.5,354.167,529.833,359.5,569.167,346.833
209,JKR,209,-1,-1,-1,-1,609.167,315.5,-1,-1,-1,-1,-1,-1,547.833,352.167,527.5,357.167,567.5,346.167
210,JKR,210,-1,-1,-1,-1,606.5,320.167,-1,-1,-1,-1,-1,-1,544.5,355.167,524.167,358.5,566.5,348.833
211,JKR,211,-1,-1,-1,-1,605.5,319.5,-1,-1,-1,-1,-1,-1,544.833,354.167,524.167,357.167,564.833,348.5
212,JKR,212,-1,-1,-1,-1,607.5,321.167,-1,-1,-1,-1,-1,-1,544.5,354.833,524.833,358.5,563.833,348.5
213,JKR,213,-1,-1,-1,-1,607.167,320.167,-1,-1,-1,-1,-1,-1,544.833,352.833,524.167,356.833,563.167,349.167
214,JKR,214,-1,-1,-1,-1,606.167,318.167,-1,-1,-1,-1,-1,-1,545.5,350.833,525.833,355.167,562.833,345.167
215,JKR,215,-1,-1,-1,-1,608.167,319.833,-1,-1,-1,-1,-1,-1,546.833,350.5,526.5,354.833,563.5,344.5
216,JKR,216,-1,-1,-1,-1,612.833,320.167,-1,-1,-1,-1,-1,-1,546.5,352.167,525.167,355.5,565.167,344.167
217,JKR,217,-1,-1,-1,-1,619.833,327.833,-1,-1,-1,-1,-1,-1,557.167,356.5,538.5,359.5,577.833,352.5
218,JKR,218,-1,-1,-1,-1,615.833,327.167,-1,-1,-1,-1,-1,-1,555.833,353.5,535.5,358.167,576.5,349.5
219,JKR,219,-1,-1,-1,-1,615.833,326.5,-1,-1,-1,-1,-1,-1,551.5,355.5,530.167,359.833,569.5,350.5
220,JKR,220,-1,-1,-1,-1,613.833,325.167,-1,-1,-1,-1,-1,-1,551.167,354.167,530.167,358.5,569.167,350.5
221,JKR,221,-1,-1,-1,-1,614.5,325.167,-1,-1,-1,-1,-1,-1,551.167,353.5,530.167,358.833,569.833,349.833
222,JKR,222,-1,-1,-1,-1,613.833,322.5,-1,-1,-1,-1,-1,-1,548.167,350.833,527.833,353.833,566.5,348.167
223,JKR,223,-1,-1,-1,-1,610.167,324.5,-1,-1,-1,-1,-1,-1,547.167,349.833,527.5,353.833,566.167,347.5
